,Interval summary,,,,,,,,,,,,Velocity classes,,,,,,,,,,Zone: block,,,,,,,,,,,Zone: Ball,,,,,,,,,,,Zone: arena,,,,,,,,,,
animal ,Group,Date,Time,Run time,Avg. velocity (cm/s),Track length (cm),Activity (%),Ambulations,ZC,R ZC,Wall dist. (cm),Area covered (%),vc 1 (s),vc 2 (s),vc 3 (s),vc 4 (s),vc 5 (s),vc 6 (s),vc 7 (s),vc 8 (s),vc 9 (s),vc 10 (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s)
23,,14.03.2018,11:59:37,0:01:00,3.2,189.3,51.8,180,116,281,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,5,0,0,0,0,0,1,38.5,0,0,0,0,0,0,0,0,0,0,0,60,3.2,189.3,0,0,0,0,0,51.8,180,0
23,,14.03.2018,12:00:37,0:02:00,4.8,285.5,58.2,192,164,510,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.1,0,0,2,0,0,0,0,0,0,29.7,0.1,0,0,1,0,0,0,0,0,0,34.8,60,4.8,285.5,0,0,0,0,0,58.2,192,0
23,,14.03.2018,12:01:37,0:03:00,3.9,236.6,56,231,131,406,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.9,236.6,0,0,0,0,0,56,231,0
23,,14.03.2018,12:02:37,0:04:00,2.8,170.9,48.7,189,118,255,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.8,170.9,0,0,0,0,0,48.7,189,0
23,,14.03.2018,12:03:37,0:05:00,3.9,234,54.7,172,140,428,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,0,0,21,60,3.9,234,0,0,0,0,0,54.7,172,0
23,,14.03.2018,12:04:37,0:06:00,1.3,79.2,41.1,246,59,30,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.3,79.2,0,0,0,0,0,41.1,246,0
23,,14.03.2018,12:05:37,0:07:00,5.7,340.8,69.6,144,208,579,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.1,0,0,2,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,0,0,60,5.7,340.8,0,0,0,0,0,69.6,144,0
23,,14.03.2018,12:06:37,0:08:00,3.9,234.5,59.8,231,131,397,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.9,234.5,0,0,0,0,0,59.8,231,0
23,,14.03.2018,12:07:37,0:09:00,4,241.3,58.6,189,137,417,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,241.3,0,0,0,0,0,58.6,189,0
23,,14.03.2018,12:08:37,0:10:00,2.6,158.4,49.7,222,97,174,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.6,158.4,0,0,0,0,0,49.7,222,0
24,,14.03.2018,12:11:52,0:01:00,3.1,184.7,62.7,227,86,201,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,0,0,0,0,0,1,34.2,60,3.1,184.7,0,0,0,0,0,62.7,227,0
24,,14.03.2018,12:12:52,0:02:00,4.5,268.5,62.6,190,208,575,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,1,0,0,0,0,0,0,17.9,0,0,0,0,0,0,0,0,0,0,0,60,4.5,268.5,0,0,0,0,0,62.6,190,0
24,,14.03.2018,12:13:52,0:03:00,6.7,404.6,79.3,182,251,717,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.8,0,0,12,0,0,0,0,0,12,4.7,0,0,0,0,0,0,0,0,0,0,0,60,6.7,404.6,0,0,0,0,0,79.3,182,0
24,,14.03.2018,12:14:52,0:04:00,2,122.3,56.1,265,97,101,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,122.3,0,0,0,0,0,56.1,265,0
24,,14.03.2018,12:15:52,0:05:00,5.5,329.8,75.8,173,209,588,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",5.7,0,0,16,0,0,0,0,0,18,7.8,0.8,0,0,3,0,0,0,0,0,0,18.1,60,5.5,329.8,0,0,0,0,0,75.8,173,0
24,,14.03.2018,12:16:52,0:06:00,2.8,166.5,59.5,264,132,158,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.8,166.5,0,0,0,0,0,59.5,264,0
24,,14.03.2018,12:17:52,0:07:00,1.6,97.4,41.1,286,91,90,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.6,97.4,0,0,0,0,0,41.1,286,0
24,,14.03.2018,12:18:52,0:08:00,5.2,310.4,68.6,170,183,457,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",6.3,5.7,3.9,11,0,0,0,0,91.5,9,1.8,5.6,21.8,14.1,10,0,0,0,0,66,16,3.8,60,5.2,310.4,0,0,0,0,0,68.6,170,0
24,,14.03.2018,12:19:52,0:09:00,1.4,82.8,44.6,270,43,16,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.4,82.8,0,0,0,0,0,44.6,270,0
24,,14.03.2018,12:20:52,0:10:00,4.7,280.1,73.4,191,168,425,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.1,2.7,1.5,4,0,0,0,0,79.9,10,44.2,0.4,0,0,1,0,0,0,0,0,0,37.6,60,4.7,280.1,0,0,0,0,0,73.4,191,0
25,,14.03.2018,12:23:47,0:01:00,5.6,337.4,72.4,193,185,550,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,3,0,0,0,0,0,4,13.2,60,5.6,337.4,0,0,0,0,0,72.4,193,0
25,,14.03.2018,12:24:47,0:02:00,10,600.2,90.3,97,379,1282,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.7,0,0,13,0,0,0,0,0,14,0.1,2.2,0,0,2,0,0,0,0,0,8,2.2,60,10,600.2,0,0,0,0,0,90.3,97,0
25,,14.03.2018,12:25:47,0:03:00,3.5,208.7,67.8,252,106,241,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,0,0,4.3,60,3.5,208.7,0,0,0,0,0,67.8,252,0
25,,14.03.2018,12:26:47,0:04:00,8.4,502.9,83.9,113,320,1006,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",8,4.3,4.8,18,0,0,0,0,60.8,10,7.2,5.5,12.6,4.9,16,0,0,0,0,83.6,14,35.9,60,8.4,502.9,0,0,0,0,0,83.9,113,0
25,,14.03.2018,12:27:47,0:05:00,6.3,380.7,77.3,149,252,692,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.9,12.2,12.7,13,0,0,0,0,75.5,4,0.3,5,7.6,10,8,0,0,0,0,46.3,13,6.5,60,6.3,380.7,0,0,0,0,0,77.3,149,0
25,,14.03.2018,12:28:47,0:06:00,6.4,381.5,75.5,188,213,684,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.7,0,0,4,0,0,0,0,0,3,14.1,0.3,0,0,1,0,0,0,0,0,0,12,60,6.4,381.5,0,0,0,0,0,75.5,188,0
25,,14.03.2018,12:29:47,0:07:00,7.6,458.7,80.9,157,279,811,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.7,4.5,1.7,5,0,0,0,0,82.9,2,44,10.3,8.1,8.4,25,0,0,0,0,58.5,17,13.7,60,7.6,458.7,0,0,0,0,0,80.9,157,0
25,,14.03.2018,12:30:47,0:08:00,2.2,130.8,50.5,257,103,159,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,0,0,0,0,0,0,0,0,1.7,0,0,1,0,0,0,0,0,4,1.1,60,2.2,130.8,0,0,0,0,0,50.5,257,0
25,,14.03.2018,12:31:47,0:09:00,6.8,406.2,73.2,158,236,734,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.1,16.3,5.7,5,0,0,0,0,86.5,3,11.4,5.3,1.6,2.8,3,0,0,0,0,22.4,5,4.5,60,6.8,406.2,0,0,0,0,0,73.2,158,0
25,,14.03.2018,12:32:47,0:10:00,2.3,140.6,58.1,276,114,160,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,2,6.7,2.9,5,0,0,0,0,52.1,6,25.3,60,2.3,140.6,0,0,0,0,0,58.1,276,0
26,,14.03.2018,15:28:18,0:01:00,7.3,435.3,75.6,149,248,822,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,1,0,0,0,0,0,0,2.2,0.4,0,0,4,0,0,0,0,0,1,54,60,7.3,435.3,0,0,0,0,0,75.6,149,0
26,,14.03.2018,15:29:18,0:02:00,2.2,129.7,53,223,72,81,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.2,129.7,0,0,0,0,0,53,223,0
26,,14.03.2018,15:30:18,0:03:00,12.7,761.7,84.8,127,442,1668,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.4,3.2,3.1,6,0,0,0,0,39.2,15,19.7,1,0,0,8,0,0,0,0,0,3,16.7,60,12.7,761.7,0,0,0,0,0,84.8,127,0
26,,14.03.2018,15:31:18,0:04:00,11.5,689.4,84.4,98,458,1495,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.3,0,0,8,0,0,0,0,0,3,0.7,3.4,3.3,1.9,8,0,0,0,0,29.7,5,5.7,60,11.5,689.4,0,0,0,0,0,84.4,98,0
26,,14.03.2018,15:32:18,0:05:00,5.1,308.2,62.7,191,204,541,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.1,0,0,3,0,0,0,0,0,2,45.2,0,0,0,0,0,0,0,0,0,0,0,60,5.1,308.2,0,0,0,0,0,62.7,191,0
26,,14.03.2018,15:33:18,0:06:00,4.9,295.7,61.5,203,182,547,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,2,0,0,0,0,0,0,11.8,60,4.9,295.7,0,0,0,0,0,61.5,203,0
26,,14.03.2018,15:34:18,0:07:00,9.2,551.7,83.5,119,347,1065,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4,16.6,19.9,12,0,0,0,0,77.3,6,20.8,1.1,12.7,3,2,0,0,0,0,67.4,1,18,60,9.2,551.7,0,0,0,0,0,83.5,119,0
26,,14.03.2018,15:35:18,0:08:00,11.7,704.7,87.6,116,416,1503,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.5,6.4,6.7,6,0,0,0,0,45.3,7,1.1,5.6,70.5,15.6,11,0,0,0,0,100,17,22,60,11.7,704.7,0,0,0,0,0,87.6,116,0
26,,14.03.2018,15:36:18,0:09:00,5.8,346.6,72,175,230,601,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.2,0,0,2,0,0,0,0,0,2,12.6,0.2,0,0,2,0,0,0,0,0,0,51.9,60,5.8,346.6,0,0,0,0,0,72,175,0
26,,14.03.2018,15:37:18,0:10:00,9.2,553,81.6,149,358,1078,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",6,74.2,26.1,8,0,0,0,0,88.6,14,20.8,1.4,63.5,2,3,0,0,0,0,100,3,7.2,59.9,9.2,553,0,0,0,0,0,81.6,149,0
51,,14.03.2018,9:38:33,0:01:00,8.7,521.1,86.8,104,306,1038,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.7,0,0,2,0,0,0,0,0,2,35.2,1.1,0,0,2,0,0,0,0,0,4,10.2,60,8.7,521.1,0,0,0,0,0,86.8,104,0
51,,14.03.2018,9:39:33,0:02:00,4.7,282.2,73.9,168,174,447,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.4,0,0,1,0,0,0,0,0,2,14.1,0.6,0,0,2,0,0,0,0,0,2,8.5,60,4.7,282.2,0,0,0,0,0,73.9,168,0
51,,14.03.2018,9:40:33,0:03:00,4.2,252.7,62.3,142,159,427,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.4,0,0,5,0,0,0,0,0,6,3.9,0.5,0,0,1,0,0,0,0,0,1,2.3,60,4.2,252.7,0,0,0,0,0,62.3,142,0
51,,14.03.2018,9:41:33,0:04:00,4.9,296.2,69.9,178,176,552,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,1,0,0,0,0,0,1,53.7,0.4,0,0,1,0,0,0,0,0,2,49.2,60,4.9,296.2,0,0,0,0,0,69.9,178,0
51,,14.03.2018,9:42:33,0:05:00,2.1,127.6,59.8,289,104,65,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.1,127.6,0,0,0,0,0,59.8,289,0
51,,14.03.2018,9:43:33,0:06:00,5.4,322.7,68.5,201,179,567,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,2,0,0,0,0,0,1,21.7,1.1,0,0,7,0,0,0,0,0,4,20.4,60,5.4,322.7,0,0,0,0,0,68.5,201,0
51,,14.03.2018,9:44:33,0:07:00,2,121.5,51.3,265,86,123,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,121.5,0,0,0,0,0,51.3,265,0
51,,14.03.2018,9:45:33,0:08:00,4.9,292.7,74.3,178,186,504,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.4,0,0,1,0,0,0,0,0,2,43.4,0.4,0,0,1,0,0,0,0,0,2,4,60,4.9,292.7,0,0,0,0,0,74.3,178,0
51,,14.03.2018,9:46:33,0:09:00,3,177.4,69.3,249,103,164,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,177.4,0,0,0,0,0,69.3,249,0
51,,14.03.2018,9:47:33,0:10:00,5.6,332.8,73.9,179,206,612,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,2,0,0,0,0,0,1,53.6,0,0,0,0,0,0,0,0,0,0,0,60,5.6,332.8,0,0,0,0,0,73.9,179,0
52,,14.03.2018,9:51:25,0:01:00,6.1,363.3,74.7,183,210,624,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.7,0,0,2,0,0,0,0,0,6,7.3,0.9,0,0,3,0,0,0,0,0,5,39.3,60,6.1,363.3,0,0,0,0,0,74.7,183,0
52,,14.03.2018,9:52:25,0:02:00,7.5,447.7,85.4,126,253,853,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.8,0,0,4,0,0,0,0,0,7,21,2,0,0,7,0,0,0,0,0,8,16.4,60,7.5,447.7,0,0,0,0,0,85.4,126,0
52,,14.03.2018,9:53:25,0:03:00,3.6,216.7,63.4,239,135,301,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.6,216.7,0,0,0,0,0,63.4,239,0
52,,14.03.2018,9:54:25,0:04:00,7,420.9,80.6,153,258,840,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.9,0,0,7,0,0,0,0,0,12,9.9,1.3,0,0,3,0,0,0,0,0,5,17.9,60,7,420.9,0,0,0,0,0,80.6,153,0
52,,14.03.2018,9:55:25,0:05:00,4.1,243.5,69,199,137,370,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,2,0,0,0,0,0,3,31.5,60,4.1,243.5,0,0,0,0,0,69,199,0
52,,14.03.2018,9:56:25,0:06:00,2.8,167.7,52.6,246,141,263,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.1,0,0,1,0,0,0,0,0,5,57.7,1.3,0,0,1,0,0,0,0,0,5,52.2,60,2.8,167.7,0,0,0,0,0,52.6,246,0
52,,14.03.2018,9:57:25,0:07:00,4.6,275.8,67.9,202,149,472,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.6,0,0,2,0,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,60,4.6,275.8,0,0,0,0,0,67.9,202,0
52,,14.03.2018,9:58:25,0:08:00,5.4,324.3,76.4,195,218,606,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.2,0,0,6,0,0,0,0,0,6,8.7,0.5,0,0,1,0,0,0,0,0,1,25.7,60,5.4,324.3,0,0,0,0,0,76.4,195,0
52,,14.03.2018,9:59:25,0:09:00,4,238.3,68.9,247,144,362,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.6,0,0,2,0,0,0,0,0,2,27.7,0.5,0,0,1,0,0,0,0,0,0,25.5,60,4,238.3,0,0,0,0,0,68.9,247,0
52,,14.03.2018,10:00:25,0:10:00,2.1,124.9,62.1,295,18,36,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.1,124.9,0,0,0,0,0,62.1,295,0
53,,14.03.2018,10:03:23,0:01:00,4.1,246.3,59,218,143,411,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,3,8.8,60,4.1,246.3,0,0,0,0,0,59,218,0
53,,14.03.2018,10:04:23,0:02:00,2.7,162,52,221,101,232,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.8,0,0,2,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,60,2.7,162,0,0,0,0,0,52,221,0
53,,14.03.2018,10:05:23,0:03:00,6.1,364.2,71.4,167,215,650,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.6,0,0,2,0,0,0,0,0,1,17.8,0.6,0,0,2,0,0,0,0,0,2,13.5,60,6.1,364.2,0,0,0,0,0,71.4,167,0
53,,14.03.2018,10:06:23,0:04:00,5.9,356.7,74.5,170,222,658,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.4,0,0,5,0,0,0,0,0,15,14,2.1,0,0,5,0,0,0,0,0,8,12.5,60,5.9,356.7,0,0,0,0,0,74.5,170,0
53,,14.03.2018,10:07:23,0:05:00,2.2,131.6,46.9,256,77,122,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.8,27.5,14.7,7,0,0,0,0,36,17,46.4,0,0,0,0,0,0,0,0,0,0,0,60,2.2,131.6,0,0,0,0,0,46.9,256,0
53,,14.03.2018,10:08:23,0:06:00,2.5,152.4,57.3,272,87,132,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2,36.7,17.8,4,0,0,0,0,100,6,1.5,0,0,0,0,0,0,0,0,0,0,0,60,2.5,152.4,0,0,0,0,0,57.3,272,0
53,,14.03.2018,10:09:23,0:07:00,1.7,103.9,55.2,318,57,22,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,1,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,60,1.7,103.9,0,0,0,0,0,55.2,318,0
53,,14.03.2018,10:10:23,0:08:00,2.9,176.4,59.3,259,70,197,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.2,0,0,2,0,0,0,0,0,4,3,2.5,0,0,3,0,0,0,0,0,7,51,60,2.9,176.4,0,0,0,0,0,59.3,259,0
53,,14.03.2018,10:11:23,0:09:00,4.1,248.6,69,211,154,392,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.8,24.4,7.9,6,0,0,0,0,57.6,4,16.9,0.3,0,0,1,0,0,0,0,0,0,33.6,60,4.1,248.6,0,0,0,0,0,69,211,0
53,,14.03.2018,10:12:23,0:10:00,1.7,99,47.6,294,27,65,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,1,50.4,60,1.7,99,0,0,0,0,0,47.6,294,0
54,,14.03.2018,10:15:32,0:01:00,9.2,552.5,87.9,84,340,1156,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.8,0,0,6,0,0,0,0,0,13,1.6,1.5,0,0,8,0,0,0,0,0,7,4.4,60,9.2,552.5,0,0,0,0,0,87.9,84,0
54,,14.03.2018,10:16:32,0:02:00,8,480.7,85.4,146,293,1004,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.9,0,0,10,0,0,0,0,0,21,3.1,2.4,0,0,3,0,0,0,0,0,7,36.4,60,8,480.7,0,0,0,0,0,85.4,146,0
54,,14.03.2018,10:17:32,0:03:00,5.8,347.5,75.2,147,216,642,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.1,0,0,6,0,0,0,0,0,4,27,2,0,0,3,0,0,0,0,0,9,18.1,60,5.8,347.5,0,0,0,0,0,75.2,147,0
54,,14.03.2018,10:18:32,0:04:00,10.1,604.1,85.8,98,390,1306,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.6,7.2,9.2,4,0,0,0,0,56.3,13,11.7,4.9,3.1,4,12,0,0,0,0,27.8,9,32.7,60,10.1,604.1,0,0,0,0,0,85.8,98,0
