,Interval summary,,,,,,,,,,,,Velocity classes,,,,,,,,,,Zone: block,,,,,,,,,,,Zone: Ball,,,,,,,,,,,Zone: arena,,,,,,,,,,
animal ,Group,Date,Time,Run time,Avg. velocity (cm/s),Track length (cm),Activity (%),Ambulations,ZC,R ZC,Wall dist. (cm),Area covered (%),vc 1 (s),vc 2 (s),vc 3 (s),vc 4 (s),vc 5 (s),vc 6 (s),vc 7 (s),vc 8 (s),vc 9 (s),vc 10 (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s)
54,,14.03.2018,10:19:32,0:05:00,8.9,534.4,83.9,134,325,1023,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.6,0,0,3,0,0,0,0,0,4,0.1,0.7,0,0,3,0,0,0,0,0,3,3.9,60,8.9,534.4,0,0,0,0,0,83.9,134,0
54,,14.03.2018,10:20:32,0:06:00,8,479.9,76.8,109,295,1007,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",16.8,5.8,14.4,12,0,0,0,0,54.4,34,4.6,1,39.2,5.9,4,0,0,0,0,100,2,15.1,60,8,479.9,0,0,0,0,0,76.8,109,0
54,,14.03.2018,10:21:32,0:07:00,2,122.8,53.6,258,91,114,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,60,2,122.8,0,0,0,0,0,53.6,258,0
54,,14.03.2018,10:22:32,0:08:00,2.6,158.3,58.3,249,103,188,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.5,19.3,9.2,7,0,0,0,0,76.8,15,9,0,0,0,0,0,0,0,0,0,0,0,60,2.6,158.3,0,0,0,0,0,58.3,249,0
54,,14.03.2018,10:23:32,0:09:00,7.5,452.2,79.6,137,305,936,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.2,7.5,1.9,6,0,0,0,0,70.2,2,34.5,2.9,6.6,6.3,1,0,0,0,0,41,5,31.2,60,7.5,452.2,0,0,0,0,0,79.6,137,0
54,,14.03.2018,10:24:32,0:10:00,5,298.8,72.8,220,158,433,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,298.8,0,0,0,0,0,72.8,220,0
55,,14.03.2018,10:27:48,0:01:00,4.4,261.6,62.9,200,188,438,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.8,0,0,2,0,0,0,0,0,14,8.3,0,0,0,0,0,0,0,0,0,0,0,60,4.4,261.6,0,0,0,0,0,62.9,200,0
55,,14.03.2018,10:28:48,0:02:00,5.6,333.4,68.2,177,207,639,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.5,0,0,4,0,0,0,0,0,6,12.5,1.4,0,0,2,0,0,0,0,0,5,20.9,60,5.6,333.4,0,0,0,0,0,68.2,177,0
55,,14.03.2018,10:29:48,0:03:00,3.8,228.5,59.7,213,131,356,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.6,0,0,2,0,0,0,0,0,1,53.4,0.8,0,0,2,0,0,0,0,0,6,51,60,3.8,228.5,0,0,0,0,0,59.7,213,0
55,,14.03.2018,10:30:48,0:04:00,5.6,338.5,70.7,180,205,639,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.1,0,0,5,0,0,0,0,0,20,10.4,2.5,0,0,3,0,0,0,0,0,11,1.1,60,5.6,338.5,0,0,0,0,0,70.7,180,0
55,,14.03.2018,10:31:48,0:05:00,5.4,326.5,75.9,140,212,626,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.1,0,0,4,0,0,0,0,0,6,25.3,4.5,0,0,8,0,0,0,0,0,17,34.9,60,5.4,326.5,0,0,0,0,0,75.9,140,0
55,,14.03.2018,10:32:48,0:06:00,5,301.8,73.6,188,169,526,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.3,11.4,1.3,6,0,0,0,0,100,11,46.6,4.1,0,0,10,0,0,0,0,0,17,33.8,60,5,301.8,0,0,0,0,0,73.6,188,0
55,,14.03.2018,10:33:48,0:07:00,4.3,257.6,72,189,159,426,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,2,0,0,0,0,0,3,0.2,60,4.3,257.6,0,0,0,0,0,72,189,0
55,,14.03.2018,10:34:48,0:08:00,1.8,105.6,43.4,211,71,105,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.8,105.6,0,0,0,0,0,43.4,211,0
55,,14.03.2018,10:35:48,0:09:00,5.1,303.4,72.1,174,205,610,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.8,0,0,3,0,0,0,0,0,0,23.2,3.3,0,0,8,0,0,0,0,0,7,26.3,60,5.1,303.4,0,0,0,0,0,72.1,174,0
55,,14.03.2018,10:36:48,0:10:00,4.9,291,64.4,169,196,460,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",12.5,3.2,21.4,16,0,0,0,0,25.5,20,27.4,0,0,0,0,0,0,0,0,0,0,0,60,4.9,291,0,0,0,0,0,64.4,169,0
82,,14.03.2018,15:16:23,0:01:00,8.8,526.2,83.9,105,310,1017,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.9,0,0,2,0,0,0,0,0,1,5.9,1.1,0,0,2,0,0,0,0,0,4,11.3,60,8.8,526.2,0,0,0,0,0,83.9,105,0
82,,14.03.2018,15:17:23,0:02:00,4.4,266.4,62.1,182,167,455,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4.4,266.4,0,0,0,0,0,62.1,182,0
82,,14.03.2018,15:18:23,0:03:00,5.2,314.3,74.5,185,166,470,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.1,0,0,1,0,0,0,0,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,60,5.2,314.3,0,0,0,0,0,74.5,185,0
82,,14.03.2018,15:19:23,0:04:00,6.1,367.9,74.3,145,218,666,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6.1,367.9,0,0,0,0,0,74.3,145,0
82,,14.03.2018,15:20:23,0:05:00,4,240.6,57.5,195,149,406,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,240.6,0,0,0,0,0,57.5,195,0
82,,14.03.2018,15:21:23,0:06:00,6.4,386.4,78.7,152,241,672,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.1,0,0,2,0,0,0,0,0,0,23.8,0,0,0,0,0,0,0,0,0,0,0,60,6.4,386.4,0,0,0,0,0,78.7,152,0
82,,14.03.2018,15:22:23,0:07:00,4.3,255.2,64.8,212,138,394,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4.3,255.2,0,0,0,0,0,64.8,212,0
82,,14.03.2018,15:23:23,0:08:00,5,300.9,72,199,175,474,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,300.9,0,0,0,0,0,72,199,0
82,,14.03.2018,15:24:23,0:09:00,2.5,150.7,51.8,268,125,153,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.5,150.7,0,0,0,0,0,51.8,268,0
82,,14.03.2018,15:25:23,0:10:00,3.2,190.2,56.7,176,92,254,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.2,190.2,0,0,0,0,0,56.7,176,0
83,,14.03.2018,15:40:36,0:01:00,7.7,460.1,82.4,144,280,867,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.5,0,0,2,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,60,7.7,460.1,0,0,0,0,0,82.4,144,0
83,,14.03.2018,15:41:36,0:02:00,9.4,560.9,82.3,132,342,1138,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.7,0,0,3,0,0,0,0,0,1,11.9,1.2,0,0,5,0,0,0,0,0,5,14.3,60,9.4,560.9,0,0,0,0,0,82.3,132,0
83,,14.03.2018,15:42:36,0:03:00,8.2,493.8,77,151,298,977,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,2,0,0,0,0,0,0,24.5,0.7,0,0,3,0,0,0,0,0,3,17.5,60,8.2,493.8,0,0,0,0,0,77,151,0
83,,14.03.2018,15:43:36,0:04:00,6.1,363.5,69.2,175,228,662,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.6,0,0,2,0,0,0,0,0,2,5.3,0.5,0,0,2,0,0,0,0,0,0,16.4,60,6.1,363.5,0,0,0,0,0,69.2,175,0
83,,14.03.2018,15:44:36,0:05:00,3.2,193.6,61.9,251,128,240,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.2,193.6,0,0,0,0,0,61.9,251,0
83,,14.03.2018,15:45:36,0:06:00,8.5,509.3,85.9,135,290,950,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,1,0,0,0,0,0,0,14.2,1.3,0,0,6,0,0,0,0,0,1,17.2,60,8.5,509.3,0,0,0,0,0,85.9,135,0
83,,14.03.2018,15:46:36,0:07:00,4.1,246.2,74.5,247,159,332,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.5,0,0,2,0,0,0,0,0,1,6.5,0,0,0,0,0,0,0,0,0,0,0,60,4.1,246.2,0,0,0,0,0,74.5,247,0
83,,14.03.2018,15:47:36,0:08:00,7.8,465.9,79.7,164,284,906,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.4,0,0,1,0,0,0,0,0,1,48.1,1,0,0,5,0,0,0,0,0,3,17.8,60,7.8,465.9,0,0,0,0,0,79.7,164,0
83,,14.03.2018,15:48:36,0:09:00,7.3,438.3,76.5,182,256,851,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.1,0,0,1,0,0,0,0,0,1,25.2,0.7,0,0,3,0,0,0,0,0,0,26.9,60,7.3,438.3,0,0,0,0,0,76.5,182,0
83,,14.03.2018,15:49:36,0:10:00,5.2,311.8,74.1,210,177,472,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,1,0,0,0,0,0,1,47.9,0,0,0,0,0,0,0,0,0,0,0,60,5.2,311.8,0,0,0,0,0,74.1,210,0
44,,15.03.2018,11:25:19,0:01:00,6.8,410.4,78.3,142,262,791,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.1,0,0,8,0,0,0,0,0,5,4.4,2.7,0,0,4,0,0,0,0,0,6,25,60,6.8,410.4,0,0,0,0,0,78.3,142,0
44,,15.03.2018,11:26:19,0:02:00,2.4,142.9,63.7,288,116,44,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,4,0,0,0,0,0,0,39.4,0,0,0,0,0,0,0,0,0,0,0,60,2.4,142.9,0,0,0,0,0,63.7,288,0
44,,15.03.2018,11:27:19,0:03:00,5.4,326.6,70.5,198,237,545,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1,0,0,4,0,0,0,0,0,1,7.3,0,0,0,0,0,0,0,0,0,0,0,60,5.4,326.6,0,0,0,0,0,70.5,198,0
44,,15.03.2018,11:28:19,0:04:00,3.5,210.5,60.7,191,125,278,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.5,210.5,0,0,0,0,0,60.7,191,0
44,,15.03.2018,11:29:19,0:05:00,3.6,214,61.6,190,109,288,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.1,0,0,1,0,0,0,0,0,7,20,4.6,0,0,8,0,0,0,0,0,15,1.6,60,3.6,214,0,0,0,0,0,61.6,190,0
44,,15.03.2018,11:30:19,0:06:00,1.9,113,46.1,234,54,80,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.8,0,0,2,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,60,1.9,113,0,0,0,0,0,46.1,234,0
44,,15.03.2018,11:31:19,0:07:00,5.9,355.1,74.3,157,210,605,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.5,0,0,7,0,0,0,0,0,15,0.1,0,0,0,0,0,0,0,0,0,0,0,60,5.9,355.1,0,0,0,0,0,74.3,157,0
44,,15.03.2018,11:32:19,0:08:00,3.7,223.9,63.3,190,133,310,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,1,0,0,0,0,0,0,24.8,0,0,0,0,0,0,0,0,0,0,0,60,3.7,223.9,0,0,0,0,0,63.3,190,0
44,,15.03.2018,11:33:19,0:09:00,1,57.2,32,207,35,6,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,57.2,0,0,0,0,0,32,207,0
44,,15.03.2018,11:34:19,0:10:00,6.6,394.8,72,158,260,684,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",9.7,9.5,32,12,0,0,0,0,75.1,26,14.6,10.4,7.1,22.3,28,0,0,0,0,60.5,23,25.2,60,6.6,394.8,0,0,0,0,0,72,158,0
45,,15.03.2018,11:37:13,0:01:00,5.8,347.4,80.3,172,205,554,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,5,0,0,0,0,0,21,9.2,60,5.8,347.4,0,0,0,0,0,80.3,172,0
45,,15.03.2018,11:38:13,0:02:00,8.6,515,89.8,101,297,975,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",5.4,12,22.8,15,0,0,0,0,90.4,12,28.5,5.3,4.6,6,6,0,0,0,0,67.4,16,44.6,60,8.6,515,0,0,0,0,0,89.8,101,0
45,,15.03.2018,11:39:13,0:03:00,8,478.6,83.9,120,284,883,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.5,19.2,10.2,11,0,0,0,0,91.3,5,0.6,2.9,225.2,5.9,6,0,0,0,0,100,7,9.2,60,8,478.6,0,0,0,0,0,83.9,120,0
45,,15.03.2018,11:40:13,0:04:00,6.5,387.4,76.3,157,248,693,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",6.3,8.4,18.6,19,0,0,0,0,42.3,13,11.9,2.9,0,0,8,0,0,0,0,0,6,37.8,60,6.5,387.4,0,0,0,0,0,76.3,157,0
45,,15.03.2018,11:41:13,0:05:00,4.5,267.4,65.8,223,156,430,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.5,0,0,1,0,0,0,0,0,0,3.3,10.4,0,0,18,0,0,0,0,0,32,0.1,60,4.5,267.4,0,0,0,0,0,65.8,223,0
45,,15.03.2018,11:42:13,0:06:00,3.5,208.9,63.3,221,107,220,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",7.1,11.5,14.9,7,0,0,0,0,42.2,16,6.8,7.4,0,0,39,0,0,0,0,0,19,16.4,60,3.5,208.9,0,0,0,0,0,63.3,221,0
45,,15.03.2018,11:43:13,0:07:00,6.1,365.6,76.7,151,236,646,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.8,0,0,9,0,0,0,0,0,8,31.7,0.7,0,0,2,0,0,0,0,0,0,4.7,60,6.1,365.6,0,0,0,0,0,76.7,151,0
45,,15.03.2018,11:44:13,0:08:00,4.5,271.8,67,198,195,369,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.2,0,0,15,0,0,0,0,0,10,7.2,10.8,3.6,6.3,27,0,0,0,0,5.1,31,15.4,60,4.5,271.8,0,0,0,0,0,67,198,0
45,,15.03.2018,11:45:13,0:09:00,4.5,269.8,69.2,187,179,379,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4.5,269.8,0,0,0,0,0,69.2,187,0
45,,15.03.2018,11:46:13,0:10:00,5.7,339.8,76.8,173,201,501,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.4,12.1,8,11,0,0,0,0,100,1,7.3,7.8,5.4,4,16,0,0,0,0,84.2,24,4.8,60,5.7,339.8,0,0,0,0,0,76.8,173,0
46,,15.03.2018,11:49:09,0:01:00,4.1,244.1,63.3,211,139,380,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.7,0,0,9,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,60,4.1,244.1,0,0,0,0,0,63.3,211,0
46,,15.03.2018,11:50:09,0:02:00,5,301.1,65.5,176,202,524,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,301.1,0,0,0,0,0,65.5,176,0
46,,15.03.2018,11:51:09,0:03:00,2.4,143,51,284,101,173,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.4,143,0,0,0,0,0,51,284,0
46,,15.03.2018,11:52:09,0:04:00,5.6,336.1,66,161,192,604,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.1,0,0,2,0,0,0,0,0,0,52.1,0.5,0,0,1,0,0,0,0,0,2,21.7,60,5.6,336.1,0,0,0,0,0,66,161,0
46,,15.03.2018,11:53:09,0:05:00,5.3,317.1,67.9,198,176,532,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,1,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,60,5.3,317.1,0,0,0,0,0,67.9,198,0
46,,15.03.2018,11:54:09,0:06:00,4.7,282.1,66.5,192,177,463,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,3,0,0,0,0,0,2,54.5,0,0,0,0,0,0,0,0,0,0,0,60,4.7,282.1,0,0,0,0,0,66.5,192,0
46,,15.03.2018,11:55:09,0:07:00,3.8,230.5,61.5,216,113,370,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.8,230.5,0,0,0,0,0,61.5,216,0
46,,15.03.2018,11:56:09,0:08:00,3.8,230.7,58.9,194,108,322,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.8,230.7,0,0,0,0,0,58.9,194,0
46,,15.03.2018,11:57:09,0:09:00,2.8,168.4,52.6,262,91,184,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.8,168.4,0,0,0,0,0,52.6,262,0
46,,15.03.2018,11:58:09,0:10:00,4.7,279.8,62.5,193,150,428,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4.7,279.8,0,0,0,0,0,62.5,193,0
47,,15.03.2018,12:00:58,0:01:00,5.5,327.9,77.7,162,202,602,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,2,0,0,0,0,0,0,25.5,2.1,0,0,3,0,0,0,0,0,7,18.2,60,5.5,327.9,0,0,0,0,0,77.7,162,0
47,,15.03.2018,12:01:58,0:02:00,4.2,254.2,68,152,152,435,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.6,0,0,2,0,0,0,0,0,1,9.1,4.2,2.1,1.5,18,0,0,0,0,60.2,15,2.3,60,4.2,254.2,0,0,0,0,0,68,152,0
47,,15.03.2018,12:02:58,0:03:00,3.2,192.9,56.6,215,116,278,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.1,30.7,1.4,4,0,0,0,0,100,20,38.1,4.5,17.1,9.6,4,0,0,0,0,67.2,18,55,60,3.2,192.9,0,0,0,0,0,56.6,215,0
47,,15.03.2018,12:03:58,0:04:00,1.4,84.7,30.4,179,42,115,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0,0,0,0,0,2,0.6,60,1.4,84.7,0,0,0,0,0,30.4,179,0
47,,15.03.2018,12:04:58,0:05:00,0.7,41.4,25.1,201,4,0,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.7,41.4,0,0,0,0,0,25.1,201,0
47,,15.03.2018,12:05:58,0:06:00,1.4,85.9,37.4,226,27,72,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.4,85.9,0,0,0,0,0,37.4,226,0
47,,15.03.2018,12:06:58,0:07:00,5.6,336.6,76.9,153,204,605,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",5.8,3.5,2.3,20,0,0,0,0,78.5,15,23.2,1,0,0,3,0,0,0,0,0,0,21.2,60,5.6,336.6,0,0,0,0,0,76.9,153,0
47,,15.03.2018,12:07:58,0:08:00,4.5,273,74.4,172,153,429,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.9,5.9,8.7,4,0,0,0,0,53.9,5,22.4,7.4,2.9,2.5,14,0,0,0,0,8.2,21,0.4,60,4.5,273,0,0,0,0,0,74.4,172,0
