,Interval summary,,,,,,,,,,,,Velocity classes,,,,,,,,,,Zone: block,,,,,,,,,,,Zone: Ball,,,,,,,,,,,Zone: arena,,,,,,,,,,
animal ,Group,Date,Time,Run time,Avg. velocity (cm/s),Track length (cm),Activity (%),Ambulations,ZC,R ZC,Wall dist. (cm),Area covered (%),vc 1 (s),vc 2 (s),vc 3 (s),vc 4 (s),vc 5 (s),vc 6 (s),vc 7 (s),vc 8 (s),vc 9 (s),vc 10 (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s)
69,,15.03.2018,11:18:20,0:01:00,4.7,281.7,68,184,60,177,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.4,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,60,4.7,281.7,0,0,0,0,0,68,184,0
69,,15.03.2018,11:19:20,0:02:00,3.7,222.2,49.1,135,55,126,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1,0,0,10,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,60,3.7,222.2,0,0,0,0,0,49.1,135,0
69,,15.03.2018,11:20:20,0:03:00,4.1,243.3,58.6,176,57,143,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.6,0,0,1,0,0,0,0,0,0,49.6,0.9,0,0,1,0,0,0,0,0,0,53.4,60,4.1,243.3,0,0,0,0,0,58.6,176,0
44,,15.03.2018,12:25:04,0:01:00,6.9,412.6,80.6,121,92,248,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,3,0,0,0,0,0,4,11.9,60,6.9,412.6,0,0,0,0,0,80.6,121,0
44,,15.03.2018,12:26:04,0:02:00,7.4,441.4,78.6,139,111,311,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2,0,0,3,0,0,0,0,0,8,35.9,1.1,0,0,2,0,0,0,0,0,2,41.8,60,7.4,441.4,0,0,0,0,0,78.6,139,0
44,,15.03.2018,12:27:04,0:03:00,5.5,329.9,66.2,173,71,180,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,2,0,0,0,0,0,6,26.4,60,5.5,329.9,0,0,0,0,0,66.2,173,0
45,,15.03.2018,12:37:11,0:01:00,7.8,469.6,85,133,109,317,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,1,0,0,0,0,0,0,4.1,0.9,0,0,1,0,0,0,0,0,1,49.9,60,7.8,469.6,0,0,0,0,0,85,133,0
45,,15.03.2018,12:38:11,0:02:00,7.4,443.8,85,135,98,261,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.9,0,0,4,0,0,0,0,0,1,5.2,4.6,0,0,14,0,0,0,0,0,21,3.8,60,7.4,443.8,0,0,0,0,0,85,135,0
45,,15.03.2018,12:39:11,0:03:00,7.6,456.3,81.9,114,98,301,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.3,31.1,7.1,4,0,0,0,0,86,7,14,8.3,22.9,3,11,0,0,0,0,100,20,16.4,59.9,7.6,456.3,0,0,0,0,0,81.9,114,0
46,,15.03.2018,12:48:42,0:01:00,4.7,279.3,65.9,218,46,148,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4.7,279.3,0,0,0,0,0,65.9,218,0
46,,15.03.2018,12:49:42,0:02:00,3,180.8,53.3,201,30,76,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,4,0,0,0,0,0,1,21.1,60,3,180.8,0,0,0,0,0,53.3,201,0
46,,15.03.2018,12:50:42,0:03:00,6.6,397.3,73,159,74,241,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,3,0,0,0,0,0,22,30.7,60,6.6,397.3,0,0,0,0,0,73,159,0
47,,15.03.2018,12:59:05,0:01:00,6.1,364.8,70.2,127,91,252,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,9,1.2,60,6.1,364.8,0,0,0,0,0,70.2,127,0
47,,15.03.2018,13:00:05,0:02:00,5.2,311.1,75.4,171,73,178,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,1.5,16.1,3.3,2,0,0,0,0,100,1,9.8,60,5.2,311.1,0,0,0,0,0,75.4,171,0
47,,15.03.2018,13:01:05,0:03:00,4.7,281.1,72.2,147,74,152,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",8.6,5.9,15.2,10,0,0,0,0,59.2,25,1.3,6.9,0,0,7,0,0,0,0,0,25,9.4,60,4.7,281.1,0,0,0,0,0,72.2,147,0
36,,15.03.2018,14:05:26,0:01:00,2.7,161.5,40.6,133,47,102,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,2,13.5,60,2.7,161.5,0,0,0,0,0,40.6,133,0
36,,15.03.2018,14:06:26,0:02:00,0.9,56.4,30.8,194,8,4,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.9,56.4,0,0,0,0,0,30.8,194,0
36,,15.03.2018,14:07:26,0:03:00,0.4,25.8,16.1,106,0,0,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.4,25.8,0,0,0,0,0,16.1,106,0
37,,15.03.2018,14:18:15,0:01:00,8.9,531.4,87,108,116,331,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,1,0,0,0,0,0,2,40.4,1,0,0,1,0,0,0,0,0,1,14.1,60,8.9,531.4,0,0,0,0,0,87,108,0
37,,15.03.2018,14:19:15,0:02:00,3.5,211.8,66.3,187,59,108,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,1,0,0,0,0,0,0,6.5,60,3.5,211.8,0,0,0,0,0,66.3,187,0
37,,15.03.2018,14:20:15,0:03:00,6.6,394.3,82.1,109,87,225,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,1,0,0,0,0,0,0,15,1.9,0,0,3,0,0,0,0,0,4,6,60,6.6,394.3,0,0,0,0,0,82.1,109,0
38,,15.03.2018,14:30:12,0:01:00,7.2,431.4,79,118,79,274,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7.2,431.4,0,0,0,0,0,79,118,0
38,,15.03.2018,14:31:12,0:02:00,4,240,59.2,180,50,129,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,2,0,0,0,0,0,2,35.2,60,4,240,0,0,0,0,0,59.2,180,0
38,,15.03.2018,14:32:12,0:03:00,4.1,247.1,57.6,167,50,149,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,2,0,0,0,0,0,0,26.7,59.9,4.1,247.1,0,0,0,0,0,57.6,167,0
39,,15.03.2018,14:42:30,0:01:00,3.6,213.6,59.3,218,33,87,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,1,0,0,0,0,0,4,48.8,60,3.6,213.6,0,0,0,0,0,59.3,218,0
39,,15.03.2018,14:43:30,0:02:00,2,117.6,50.7,259,11,44,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,117.6,0,0,0,0,0,50.7,259,0
39,,15.03.2018,14:44:30,0:03:00,8.2,493.7,89.1,98,104,339,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,3,0,0,0,0,0,8,7.5,60,8.2,493.7,0,0,0,0,0,89.1,98,0
15,,15.03.2018,15:49:47,0:01:00,8.5,512.4,70.2,137,105,374,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.6,0,0,2,0,0,0,0,0,2,10.1,4.7,0,0,13,0,0,0,0,0,17,3.8,60,8.5,512.4,0,0,0,0,0,70.2,137,0
15,,15.03.2018,15:50:47,0:02:00,5.4,324.2,73.5,179,60,179,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",5.1,3.2,4.3,3,0,0,0,0,84.6,17,18.7,4.2,0,0,25,0,0,0,0,0,14,23.9,60,5.4,324.2,0,0,0,0,0,73.5,179,0
15,,15.03.2018,15:51:47,0:03:00,6.3,378.4,77.7,198,93,228,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,1,0,0,0,0,0,0,1.7,14.6,0,0,32,0,0,0,0,0,68,21,60,6.3,378.4,0,0,0,0,0,77.7,198,0
16,,15.03.2018,16:00:49,0:01:00,8.2,494.3,72.9,145,95,330,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,1,0,0,0,0,0,1,25.9,60,8.2,494.3,0,0,0,0,0,72.9,145,0
16,,15.03.2018,16:01:49,0:02:00,5,301.1,64.3,156,54,158,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.1,0,0,1,0,0,0,0,0,0,37.6,3.1,0,0,2,0,0,0,0,0,15,26,60,5,301.1,0,0,0,0,0,64.3,156,0
16,,15.03.2018,16:02:49,0:03:00,4.1,246.1,51.6,219,40,142,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.1,0,0,1,0,0,0,0,0,0,24.2,1.1,0,0,2,0,0,0,0,0,3,16.2,60,4.1,246.1,0,0,0,0,0,51.6,219,0
17,,15.03.2018,16:13:33,0:01:00,5.6,336.7,67.1,187,69,187,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.7,0,0,1,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,60,5.6,336.7,0,0,0,0,0,67.1,187,0
17,,15.03.2018,16:14:33,0:02:00,2.2,130,53.6,266,20,34,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.2,130,0,0,0,0,0,53.6,266,0
17,,15.03.2018,16:15:33,0:03:00,4.6,274,59.3,184,57,166,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4.6,274,0,0,0,0,0,59.3,184,0
18,,15.03.2018,16:26:47,0:01:00,11.2,672.8,90.1,72,161,497,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.5,9.2,15,6,0,0,0,0,48.4,12,24.3,0.6,0,0,4,0,0,0,0,0,1,16.7,60,11.2,672.8,0,0,0,0,0,90.1,72,0
18,,15.03.2018,16:27:47,0:02:00,7,422.4,80.8,134,97,260,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,3,0,0,0,0,0,13,4.2,60,7,422.4,0,0,0,0,0,80.8,134,0
18,,15.03.2018,16:28:47,0:03:00,5.4,322.3,74.3,150,54,196,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,14,0,0,0,0,0,20,8.4,59.9,5.4,322.3,0,0,0,0,0,74.3,150,0
